t,ytt,x,xt,h,f,xtt,xtt+ytt,K,
1.78,4.2,0.05811297027106786,-2.1812553753295654,0.03,0.11622594054213573,-5.730730161474986,-1.5307301614749855,2,
1.8,4.2,0.013523631990793138,-2.277678452697907,0.03,0.027047263981586276,-3.9115775753591966,0.2884224246408036,2,
1.82,5.5,-0.03275591320045594,-2.350276066427001,0.03,-0.06551182640091188,-3.3481837975502007,2.1518162024497993,2,
1.84,7.4,-0.08043012420016549,-2.417145033543955,0.03,-0.16086024840033097,-3.3387129141452005,4.0612870858548,2,
1.86,6.5,-0.12915588492777696,-2.4554310392171934,0.03,-0.25831176985555393,-0.4898876531786618,6.010112346821338,2,
1.88,4.3,-0.17794841469973555,-2.423821937978667,0.03,-0.3558968293994711,3.650797777031305,7.950797777031305,2,
1.9,2,-0.2252790317522997,-2.3092397672777514,0.03,-0.4505580635045994,7.807419293060253,9.807419293060253,2,
1.92,1.9,-0.269721212203887,-2.1349782778809754,0.03,-0.539442424407774,9.618729646617343,11.518729646617343,2,
1.94,2.4,-0.3103930354181681,-1.9322040435471342,0.03,-0.6207860708363362,10.658693786766774,13.058693786766774,2,
1.96,2.8,-0.34680925646258653,-1.7094180608947094,0.03,-0.6936185129251731,11.619904478475714,14.419904478475715,2,
1.98,4.8,-0.3787559152757139,-1.4852478204180242,0.03,-0.7575118305514278,10.797119569192805,15.597119569192806,2,
2,5.8,-0.4063011545428292,-1.2692761062935092,0.03,-0.8126023090856584,10.800051843258682,16.600051843258683,2,
2.02,7.3,-0.4295928562885306,-1.0598940682766262,0.03,-0.8591857125770612,10.138151958429614,17.438151958429614,2,
2.04,8.5,-0.4488151143452839,-0.8623317373987043,0.03,-0.8976302286905679,9.618081129362583,18.118081129362583,2,
2.06,6.1,-0.4638462402639419,-0.6407808544670919,0.03,-0.9276924805278838,12.53700716379865,18.63700716379865,2,
2.08,2.9,-0.4738034985084728,-0.3549449699860017,0.03,-0.9476069970169456,16.04658128431036,18.94658128431036,2,
2.1,0.2,-0.4774195816908965,-0.00666334825636683,0.03,-0.954839163381793,18.781580888653128,18.981580888653127,2,
2.12,-0.6,-0.4737441723343085,0.37420428391516425,0.03,-0.947488344668617,19.305182328499978,18.705182328499976,2,
2.14,-1.3,-0.4623882399882788,0.7613889506878042,0.03,-0.9247764799765577,19.41328434876401,18.113284348764008,2,
2.16,-2.3,-0.44326788475972717,1.1506465721673587,0.03,-0.8865357695194543,19.512477799191426,17.212477799191426,2,
2.18,-2.2,-0.41648287541028195,1.527854362777167,0.03,-0.8329657508205639,18.20830126178942,16.00830126178942,2,
2.2,-1.7,-0.38248257610672726,1.8721755675783016,0.03,-0.7649651522134545,16.22381921832405,14.52381921832405,2,
2.22,-1.3,-0.3420070723997998,2.175374803114443,0.03,-0.6840141447995997,14.096104335290088,12.796104335290087,2,
2.24,-2.6,-0.29574442342074636,2.4508900947909034,0.03,-0.5914888468414927,13.455424832355957,10.855424832355958,2,
2.26,-5.2,-0.24399024055788013,2.7245281914957196,0.03,-0.48798048111576026,13.908384838125649,8.70838483812565,2,
2.28,-9.2,-0.1865550606679733,3.0189897974949638,0.03,-0.3731101213359466,15.537775761798766,6.337775761798767,2,
2.3,-11.1,-0.12313916643673287,3.3225996256290804,0.03,-0.24627833287346573,14.823207051612885,3.723207051612885,2,
2.32,-9.8,-0.0541363903966838,3.5776779783758266,0.03,-0.1082727807933676,10.684628223061718,0.8846282230617177,2,
2.34,-7.7,0.019045567791602068,3.74051784045276,0.03,0.038091135583204136,5.5993579846316255,-2.1006420153683747,2,
2.36,-3.5,0.09425275120678828,3.780200501065859,0.03,0.18850550241357655,-1.6310919233217298,-5.13109192332173,2,
2.38,-0.3,0.1689142948889305,3.6859538671483647,0.03,0.337828589777861,-7.793571468427694,-8.093571468427694,2,
2.4,0.1,0.2407545968268284,3.4980763266414248,0.03,0.4815091936536568,-10.994182582266285,-10.894182582266286,2,
2.42,0.3,0.3082379560385017,3.250259594525902,0.03,0.6164759120770034,-13.787490629286005,-13.487490629286004,2,
2.44,1.4,0.37014061038588975,2.9400058402129052,0.03,0.7402812207717795,-17.23788480201369,-15.837884802013688,2,
2.46,2.6,0.42516760864027303,2.5626939852254234,0.03,0.8503352172805461,-20.49330069673452,-17.893300696734517,2,
2.48,7.5,0.4716634941082974,2.086894561577015,0.03,0.9433269882165948,-27.08664166810631,-19.58664166810631,2,
2.5,10.1,0.5076001221181289,1.5067682394061332,0.03,1.0152002442362578,-30.925990548981872,-20.82599054898187,2,
2.52,10.3,0.5314579720453148,0.8790167533124618,0.03,1.0629159440906295,-31.849158060385275,-21.549158060385274,2,
2.54,8.8,0.5427973750180416,0.25492354396022554,0.03,1.0855947500360832,-30.560162874838348,-21.760162874838347,2,
2.56,8.7,0.5418211948810358,-0.35254155766081885,0.03,1.0836423897620715,-30.186347287266095,-21.486347287266096,2,
2.58,8.7,0.5288073716821396,-0.9488407622287977,0.03,1.0576147433642793,-29.44357316953178,-20.743573169531782,2,
2.6,8.2,0.5041118159063624,-1.5207148153489245,0.03,1.008223631812725,-27.74383214248091,-19.54383214248091,2,
2.62,7.6,0.4683714097858483,-2.0533257967024903,0.03,0.9367428195716966,-25.51726599287568,-17.917265992875677,2,
2.64,5,0.4226619732512695,-2.517617856755391,0.03,0.845323946502539,-20.911940012414405,-15.911940012414405,2,
2.66,2,0.368657930929822,-2.8827863753893515,0.03,0.737315861859644,-15.604911850981626,-13.604911850981626,2,
2.68,-1,0.3084327470777915,-3.139732009813703,0.03,0.616865494155583,-10.08965159145356,-11.08965159145356,2,
2.7,-2.6,0.24404405952716376,-3.2991367452490716,0.03,0.48808811905432753,-5.85082195208328,-8.45082195208328,2,
2.72,-3.8,0.1772807406648661,-3.377195140980694,0.03,0.3545614813297322,-1.9550176210789703,-5.75501762107897,2,
2.74,-5,0.10973543523074289,-3.3773354024316276,0.03,0.21947087046148578,1.9409914759856441,-3.059008524014356,2,
2.76,-6.3,0.042970508132615985,-3.299157307381063,0.03,0.08594101626523198,5.876818029070834,-0.423181970929166,2,
2.78,-5.7,-0.021645129354335095,-3.1624064413140456,0.03,-0.043290258708670176,7.798268577630909,2.0982685776309085,2,
2.8,-5,-0.08316588564198721,-2.989669187451164,0.03,-0.16633177128397442,9.475456808657228,4.475456808657228,2,
2.82,-4.1,-0.14093263608281165,-2.7870058566312794,0.03,-0.2818652721656233,10.790876273331255,6.690876273331256,2,
2.84,-1.6,-0.19456050386336138,-2.575780921423694,0.03,-0.38912100772672276,10.331617247427262,8.731617247427263,2,
2.86,0.5,-0.24403245440106583,-2.3714141323467515,0.03,-0.48806490880213166,10.105061660267012,10.605061660267012,2,
2.88,0.8,-0.2892987250785568,-2.155212935402347,0.03,-0.5785974501571136,11.515058034173435,12.315058034173436,2,
2.9,0.3,-0.3298978438724857,-1.9046989439905402,0.03,-0.6597956877449714,13.53634110700722,13.83634110700722,2,
2.92,-1.7,-0.3649555962192993,-1.6010762906908163,0.03,-0.7299111924385986,16.825924222965167,15.125924222965168,2,
2.94,-4.7,-0.3932118323395444,-1.224547321333688,0.03,-0.7864236646790888,20.82697271274765,16.12697271274765,2,
2.96,-7,-0.4132425011271671,-0.7785195574285806,0.03,-0.8264850022543342,23.775803677763072,16.775803677763072,2,
2.98,-6.2,-0.42411163678463953,-0.3083940083186644,0.03,-0.8482232735692791,23.236751233228546,17.036751233228546,2,
3,-5.8,-0.4256836838269129,0.15118930409132575,0.03,-0.8513673676538258,22.721580007770466,16.921580007770466,2,
3.02,-5.5,-0.4181924817083555,0.5979309077644145,0.03,-0.836384963416711,21.952580359538405,16.452580359538405,2,
3.04,-5,-0.4019742163912757,1.0238956239435644,0.03,-0.8039484327825513,20.64389125837659,15.643891258376591,2,
3.06,-3.1,-0.37766953519816543,1.4065724953674614,0.03,-0.7553390703963309,17.62379588401312,14.52379588401312,2,
3.08,-2.5,-0.3462119422847886,1.739186795970225,0.03,-0.6924238845695772,15.637634176263225,13.137634176263225,2,
3.1,-5.2,-0.3081933103179027,2.0626764007183627,0.03,-0.6163866206358054,16.71132629855054,11.51132629855054,2,
3.12,-8.2,-0.26348620887643015,2.4080337434288897,0.03,-0.5269724177528603,17.82440797250215,9.624407972502151,2,
3.14,-9.7,-0.21182761205526862,2.7578259386872634,0.03,-0.42365522411053724,17.15481155333523,7.4548115533352295,2,
3.16,-8.8,-0.1535732966614286,3.067605600696737,0.03,-0.3071465933228572,13.823154647612157,5.023154647612156,2,
3.18,-6.3,-0.08996933054077161,3.292791011368962,0.03,-0.17993866108154322,8.695386419610347,2.3953864196103476,2,
3.2,-3.4,-0.022937553172533025,3.4103867254548965,0.03,-0.04587510634506606,3.064184988983114,-0.3358150110168858,2,
3.22,-3.3,0.04559801750954985,3.443170342753391,0.03,0.0911960350190997,0.21417674086630756,-3.0858232591336923,2,
3.24,-4.3,0.1143316742062253,3.430195326914152,0.03,0.2286633484124506,-1.5116783247901724,-5.811678324790172,2,
3.26,-4.1,0.18234522747313042,3.3711599997763617,0.03,0.36469045494626084,-4.391854388988868,-8.491854388988868,2,
3.28,-3.2,0.2485409519211487,3.2484124450254663,0.03,0.4970819038422974,-7.8829010861006905,-11.08290108610069,2,
3.3,-2.8,0.31164811100421247,3.062303463280912,0.03,0.6232962220084249,-10.727997088354773,-13.527997088354773,2,
3.32,-2.8,0.37052316759208237,2.825202195506083,0.03,0.7410463351841647,-12.982129689128108,-15.782129689128109,2,
3.34,-2.8,0.42422770704937557,2.5452517502232372,0.03,0.8484554140987511,-15.012914839156451,-17.812914839156452,2,
3.36,-2,0.4718726183951091,2.219239384350115,0.03,0.9437452367902182,-17.588321748155806,-19.588321748155806,2,
3.38,-1.6,0.5125514385683552,1.8486426329744994,0.03,1.0251028771367103,-19.47135338940573,-21.071353389405733,2,
3.4,-3.2,0.5456732321328296,1.463536723472936,0.03,1.0913464642656592,-19.03923756075061,-22.23923756075061,2,
3.42,-3.2,0.5710504519846361,1.0741852617077177,0.03,1.1421009039692722,-19.89590861577123,-23.09590861577123,2,
3.44,-2.6,0.5884409985721358,0.66486939704226,0.03,1.1768819971442717,-21.035677850774533,-23.635677850774535,2,
3.46,-1.2,0.5973714258707273,0.22817333281688246,0.03,1.1947428517414547,-22.63392857176322,-23.83392857176322,2,
3.48,-0.2,0.5973247541238741,-0.23284050750220575,0.03,1.1946495082477482,-23.467455460145604,-23.667455460145604,2,
3.5,1.1,0.5878990439070347,-0.7097305141817281,0.03,1.1757980878140695,-24.22154520780663,-23.12154520780663,2,
3.52,4.9,0.5685743935601906,-1.2227345205026832,0.03,1.1371487871203811,-27.07885542428889,-22.17885542428889,2,
3.54,7.9,0.5385418356545989,-1.7805212700564836,0.03,1.0770836713091978,-28.69981953109115,-20.799819531091153,2,
3.56,8.4,0.49732519122070284,-2.341143173333123,0.03,0.9946503824414057,-27.36237079657281,-18.962370796572813,2,
3.58,6.4,0.4454557608638593,-2.8457998623512326,0.03,0.8909115217277186,-23.10329810523816,-16.70329810523816,2,
3.6,4.1,0.384409131541283,-3.2588630699063974,0.03,0.768818263082566,-18.20302265027831,-14.10302265027831,2,
3.62,2.9,0.3159969183162409,-3.5823582525978086,0.03,0.6319938366324818,-14.146495618862799,-11.246495618862799,2,
3.64,3.8,0.2417358206722854,-3.8437515117977386,0.03,0.4834716413445708,-11.99283030113017,-8.192830301130169,2,
3.66,5.9,0.1625745946573251,-4.072371089698293,0.03,0.3251491893146502,-10.869127488925248,-4.969127488925247,2,
3.68,9.2,0.07896205518921585,-4.2888828571126325,0.03,0.1579241103784317,-10.782049252508687,-1.5820492525086873,2,
3.7,12.1,-0.008906956544751179,-4.498018316284071,0.03,-0.017813913089502358,-10.131496664635167,1.968503335364833,2,
3.72,12.6,-0.1005738515703283,-4.66867118627364,0.03,-0.2011477031406566,-6.933790334321763,5.666209665678236,2,
3.74,10.6,-0.19475578451710088,-4.749522108403617,0.03,-0.38951156903420175,-1.1513018786760245,9.448698121323975,2,
3.76,5.4,-0.28908105778050586,-4.683005217936879,0.03,-0.5781621155610117,7.802990925349848,13.202990925349848,2,
3.78,0.5,-0.38033282405121543,-4.4421714091340805,0.03,-0.7606656481024309,16.28038995492995,16.78038995492995,2,
3.8,-1,-0.465443250988798,-4.068871284624178,0.03,-0.930886501977596,21.04962249606032,20.04962249606032,2,
3.82,-2.7,-0.5421519912979534,-3.602002746291367,0.03,-1.0843039825959069,25.637231337220804,22.937231337220805,2,
3.84,-2.3,-0.608858852369363,-3.0686833608495925,0.03,-1.217717704738726,27.694707206956643,25.394707206956642,2,
3.86,-0.1,-0.6647131797797917,-2.5167493801932737,0.03,-1.3294263595595834,27.498690858675253,27.398690858675252,2,
3.88,2.5,-0.7096518259738627,-1.977115239213822,0.03,-1.4193036519477253,26.464723239269908,28.964723239269908,2,
3.9,4.5,-0.7439859840140509,-1.4563005648050025,0.03,-1.4879719680281018,25.616744201612043,30.116744201612043,2,
3.92,5,-0.7679636207978928,-0.9414631135791858,0.03,-1.5359272415957856,25.867000920969627,30.867000920969627,2,
3.94,4.5,-0.7815353129034299,-0.4157060969745232,0.03,-1.5630706258068598,26.708700739496624,31.208700739496624,2,
3.96,4.6,-0.7845257096607058,0.11666642124693272,0.03,-1.5690514193214116,26.528551082648967,31.12855108264897,2,
3.98,4.9,-0.7769665832291663,0.6392462219070159,0.03,-1.5539331664583327,25.729428983359348,30.629428983359347,2,
4,3.7,-0.7590063778308516,1.1567743179244654,0.03,-1.5180127556617031,26.023380618385612,29.72338061838561,2,
4.02,0.9,-0.7305181925385071,1.6920442113099776,0.03,-1.4610363850770143,27.5036087201656,28.4036087201656,2,
4.04,-0.8,-0.691182058523931,2.2415691901476382,0.03,-1.382364117047862,27.448889163600438,26.648889163600437,2,
4.06,-1.7,-0.6409897648186191,2.7776601803835477,0.03,-1.2819795296372383,26.160209859990523,24.460209859990524,2,
4.08,-3.1,-0.5803242273348809,3.288893567990285,0.03,-1.1606484546697617,24.963128900683206,21.863128900683204,2,
4.1,-3.8,-0.5097814947916999,3.765379686327812,0.03,-1.0195629895833997,22.685482933069537,18.885482933069536,2,
4.12,-1.4,-0.43050772789067304,4.161997003774869,0.03,-0.8610154557813461,16.97624881163609,15.57624881163609,2,
4.14,1.6,-0.34452692876798585,4.436082908493846,0.03,-0.6890538575359717,10.432341660261633,12.032341660261633,2,
4.16,2.6,-0.25418578757952603,4.598031210352133,0.03,-0.5083715751590521,5.762488525566994,8.362488525566993,2,
4.18,0,-0.16118591971473553,4.701955576126917,0.03,-0.32237183942947106,4.629948051911422,4.629948051911422,2,
4.2,-1.5,-0.0664487438244324,4.7717620129033955,0.03,-0.1328974876488648,2.3506956257364533,0.8506956257364533,2,
4.22,-1.4,0.02906692316918823,4.779804686458667,0.03,0.058133846338376455,-1.5464282702093244,-2.9464282702093243,2,
4.24,-2.9,0.12412814140565614,4.726317137188126,0.03,0.2482562828113123,-3.802326656844867,-6.702326656844867,2,
4.26,-5,0.2177364843300337,4.63451715524963,0.03,0.4354729686600674,-5.377671537004696,-10.377671537004696,2,
4.28,-4.1,0.30890483566294225,4.482317978041222,0.03,0.6178096713258845,-9.842246183836071,-13.94224618383607,2,
4.3,-1.9,0.3960245489117802,4.2296533468425705,0.03,0.7920490978235604,-15.42421693602911,-17.32421693602911,2,
4.32,-0.4,0.4770723338696075,3.875125148940162,0.03,0.954144667739215,-20.028602854211712,-20.42860285421171,2,
4.34,2.4,0.5500145174714157,3.419093211240649,0.03,1.1000290349428314,-25.574590915739595,-23.174590915739596,2,
4.36,7.4,0.6125517683307627,2.8346318746940526,0.03,1.2251035366615255,-32.87154273892007,-25.47154273892007,2,
4.38,12.5,0.6619869686049528,2.108888152724948,0.03,1.3239739372099055,-39.70282945799037,-27.20282945799037,2,
4.4,14,0.6959673764149444,1.2891526282742163,0.03,1.3919347528298889,-42.27072298708282,-28.27072298708282,2,
4.42,13.5,0.7133087267936538,0.44498240959671276,0.03,1.4266174535873075,-42.14629888066753,-28.64629888066753,2,
4.44,11.7,0.7139882570113227,-0.3770293878298173,0.03,1.4279765140226455,-40.05488086198548,-28.35488086198548,2,
4.46,8.9,0.6988076129874379,-1.1410350145586632,0.03,1.3976152259748758,-36.34568181089909,-27.44568181089909,2,
4.48,6.1,0.6691436871562274,-1.8253575685623846,0.03,1.3382873743124548,-32.086573589473076,-25.986573589473075,2,
4.5,6.7,0.6263539465265742,-2.4536164944029424,0.03,1.2527078930531483,-30.739318994582685,-24.039318994582686,2,
4.52,8,0.571244999045898,-3.057278253664677,0.03,1.142489998091796,-29.626856931590762,-21.626856931590762,2,
4.54,6.9,0.5045700422946903,-3.610217421456096,0.03,1.0091400845893805,-25.6670598475511,-18.767059847551103,2,
4.56,6,0.4276468079695493,-4.082106011057998,0.03,0.8552936159390986,-21.521799112639055,-15.521799112639055,2,
